CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,mes,anho,dia,nombre_mes
1500150,Male,Edwin Slaughter,Ridge,MD,Maryland,20680,United States,North America,1988-10-15,10,1988,Saturday,October
1500226,Male,Thomas Hoar,Mililani,HI,Hawaii,96789,United States,North America,1956-05-13,5,1956,Sunday,May
1500269,Female,Cheryl Campbell,Brevard,NC,North Carolina,28712,United States,North America,1984-04-29,4,1984,Sunday,April
1500391,Male,Mark Higgins,Victor,IA,Iowa,52347,United States,North America,1978-08-14,8,1978,Monday,August
1501073,Female,Hilda Young,Providence,RI,Rhode Island,2903,United States,North America,1997-12-26,12,1997,Friday,December
1501127,Female,Florence Thrasher,Newtown,PA,Pennsylvania,18940,United States,North America,1951-09-25,9,1951,Tuesday,September
1501353,Male,Aaron McLean,North Deering,ME,Maine,4103,United States,North America,1935-06-01,6,1935,Saturday,June
1501383,Male,William Romriell,Dallas,TX,Texas,75240,United States,North America,1995-10-11,10,1995,Wednesday,October
1501439,Female,Naomi McDonald,Truxton,MO,Missouri,63381,United States,North America,1994-09-01,9,1994,Thursday,September
1501443,Female,Cathy Campbell,Philadelphia,PA,Pennsylvania,19139,United States,North America,1965-08-13,8,1965,Friday,August
1501608,Female,Rosalind Castellanos,Irvine,CA,California,92614,United States,North America,1979-06-06,6,1979,Wednesday,June
1501626,Female,Sandra Tea,Dayton,OH,Ohio,45402,United States,North America,1980-10-21,10,1980,Tuesday,October
1501704,Female,Shannon Wolfe,New York,NY,New York,10016,United States,North America,1977-09-19,9,1977,Monday,September
1501746,Female,Mary Burgess,Belen,NM,New Mexico,87002,United States,North America,1936-02-03,2,1936,Monday,February
1501857,Female,Mary Ricketts,Elmhurst,IL,Illinois,60126,United States,North America,1946-06-17,6,1946,Monday,June
1502034,Female,Julie Miner,Van Buren,MO,Missouri,63965,United States,North America,1982-04-18,4,1982,Sunday,April
1502234,Female,Joann Becerra,Cambridge,MA,Massachusetts,2141,United States,North America,1944-03-09,3,1944,Thursday,March
1502289,Male,Michael Justice,Columbus,GA,Georgia,31901,United States,North America,1951-01-25,1,1951,Thursday,January
1502479,Female,Sarah Preston,Poughkeepsie,NY,New York,12601,United States,North America,1999-07-06,7,1999,Tuesday,July
1502480,Female,Deborah Nelson,East Lansing,MI,Michigan,48823,United States,North America,1957-04-30,4,1957,Tuesday,April
1502555,Female,Brenda Adams,Newark,NJ,New Jersey,7102,United States,North America,1948-11-15,11,1948,Monday,November
1502567,Male,Timothy Morales,Millington,TN,Tennessee,38053,United States,North America,2000-05-18,5,2000,Thursday,May
1502818,Female,Lora Jones,Los Angeles,CA,California,90014,United States,North America,1962-11-23,11,1962,Friday,November
1502837,Female,Beverly Jarvis,Sanger,CA,California,93657,United States,North America,1945-11-20,11,1945,Tuesday,November
1503301,Female,Sophie Aguilar,Louisville,KY,Kentucky,40202,United States,North America,1954-04-10,4,1954,Saturday,April
1503418,Male,John Barlow,Paducah,KY,Kentucky,42003,United States,North America,1983-04-27,4,1983,Wednesday,April
1503489,Female,Joan Boyd,Cambridge,MA,Massachusetts,2141,United States,North America,1940-02-15,2,1940,Thursday,February
1503538,Male,Robert Smith,Almelund,MN,Minnesota,55056,United States,North America,1976-11-04,11,1976,Thursday,November
1503640,Male,Andrew Usrey,Warren,OH,Ohio,44484,United States,North America,1996-03-12,3,1996,Tuesday,March
1503831,Female,Virgie Takacs,Walworth,WI,Wisconsin,53184,United States,North America,1962-09-04,9,1962,Tuesday,September
1503933,Female,Jeannie Gordon,Seattle,WA,Washington,98109,United States,North America,1979-07-21,7,1979,Saturday,July
1504078,Male,Mark Wall,Ludlow,MA,Massachusetts,1056,United States,North America,1965-03-31,3,1965,Wednesday,March
1504102,Female,Gloria Arce,Henderson,NV,Nevada,89014,United States,North America,1995-09-24,9,1995,Sunday,September
1504353,Female,Harriet Babcock,Port Orford,OR,Oregon,97465,United States,North America,2000-11-08,11,2000,Wednesday,November
1504430,Male,Paul Raggs,Biloxi,MS,Mississippi,39531,United States,North America,1997-01-19,1,1997,Sunday,January
1504616,Male,Justin Helms,New York,NY,New York,10007,United States,North America,2000-06-22,6,2000,Thursday,June
1504968,Male,Manuel Thomson,Weehawken,NJ,New Jersey,7087,United States,North America,1944-09-23,9,1944,Saturday,September
1505426,Male,Greg Ernst,Phoenix,AZ,Arizona,85040,United States,North America,1966-12-23,12,1966,Friday,December
1505443,Female,Charla Counts,Denver,CO,Colorado,80202,United States,North America,2001-12-23,12,2001,Sunday,December
1505524,Male,Terry Hillier,Jackson,MS,Mississippi,39206,United States,North America,1987-12-15,12,1987,Tuesday,December
1505684,Male,Simon Mayo,Salisbury,NC,North Carolina,28144,United States,North America,1939-07-20,7,1939,Thursday,July
1505768,Male,Jose Alleman,Aurora,CO,Colorado,80014,United States,North America,1965-11-23,11,1965,Tuesday,November
1505785,Female,Lee Elkins,Denver,CO,Colorado,80202,United States,North America,1991-06-05,6,1991,Wednesday,June
1505995,Male,Steve Santacruz,New York,NY,New York,10016,United States,North America,1987-03-22,3,1987,Sunday,March
1506082,Male,Roberto Moore,Gainesville,FL,Florida,32601,United States,North America,1949-06-27,6,1949,Monday,June
1506205,Male,Valentine Fulton,San Francisco,CA,California,94107,United States,North America,1950-09-21,9,1950,Thursday,September
1506352,Female,Charlotte Busse,Long Beach,CA,California,90802,United States,North America,1955-02-17,2,1955,Thursday,February
1506430,Male,Harold Fleener,Columbus,OH,Ohio,43213,United States,North America,1958-12-21,12,1958,Sunday,December
1506493,Female,Vanessa White,Greenville,SC,South Carolina,29601,United States,North America,1995-07-06,7,1995,Thursday,July
1506504,Female,Samantha Durst,Saint Cloud,MN,Minnesota,56301,United States,North America,1974-03-21,3,1974,Thursday,March
1506511,Male,James Mehl,Salt Lake City,UT,Utah,84106,United States,North America,1969-04-12,4,1969,Saturday,April
1506603,Female,Rosalia Davis,Jackson,MS,Mississippi,39211,United States,North America,1997-08-28,8,1997,Thursday,August
1506640,Female,Kristi Munch,San Leandro,CA,California,94578,United States,North America,2001-05-15,5,2001,Tuesday,May
1507007,Female,Ella Roan,Los Angeles,CA,California,90067,United States,North America,1995-08-23,8,1995,Wednesday,August
1507090,Male,Thomas Thomas,Appleton,WI,Wisconsin,54911,United States,North America,1992-01-19,1,1992,Sunday,January
1507267,Female,Karen McCain,Corpus Christi,TX,Texas,78401,United States,North America,1969-08-21,8,1969,Thursday,August
1507348,Male,Rosendo Wolf,El Paso,TX,Texas,79906,United States,North America,1937-05-16,5,1937,Sunday,May
1507400,Male,Walter Burdette,Meriden,CT,Connecticut,6450,United States,North America,1995-02-06,2,1995,Monday,February
1507519,Male,Ronald Kees,Jackpot,NV,Nevada,89825,United States,North America,1999-07-04,7,1999,Sunday,July
1507750,Female,Ruthann Clarke,Dawsonville,GA,Georgia,30534,United States,North America,1991-03-26,3,1991,Tuesday,March
1507791,Male,Angel Tosh,Bridgeville,PA,Pennsylvania,15017,United States,North America,1977-03-19,3,1977,Saturday,March
1507804,Female,Mary Battle,Denver,CO,Colorado,80239,United States,North America,1971-09-21,9,1971,Tuesday,September
1507926,Female,Aimee Wong,Anaheim,CA,California,92804,United States,North America,1961-01-16,1,1961,Monday,January
1508230,Male,Thomas Barb,Dallas,TX,Texas,75204,United States,North America,1979-10-10,10,1979,Wednesday,October
1508265,Male,Mathew Neer,Montville,OH,Ohio,44062,United States,North America,1993-04-18,4,1993,Sunday,April
1508295,Male,Donald Ragland,Westchester,IL,Illinois,60154,United States,North America,1964-08-12,8,1964,Wednesday,August
1508721,Female,Shawna Tobler,Chicago,IL,Illinois,60657,United States,North America,1977-04-03,4,1977,Sunday,April
1509196,Male,Don Word,Phoenix,AZ,Arizona,85023,United States,North America,1990-08-26,8,1990,Sunday,August
1509207,Female,Judy Reeves,Peoria,AZ,Arizona,85382,United States,North America,1935-11-05,11,1935,Tuesday,November
1509250,Female,Charisse Davidson,Tigard,OR,Oregon,97223,United States,North America,1989-09-05,9,1989,Tuesday,September
1509335,Male,Robert Blackwell,Happy Camp,CA,California,96039,United States,North America,1959-12-03,12,1959,Thursday,December
1509730,Male,Jason Reeves,Plum,TX,Texas,78952,United States,North America,1958-03-21,3,1958,Friday,March
1509931,Female,Helen Stoner,Avon Park,FL,Florida,33825,United States,North America,1988-03-27,3,1988,Sunday,March
1509978,Female,Elizabeth Smith,Kenner,LA,Louisiana,70062,United States,North America,1942-11-06,11,1942,Friday,November
1510026,Male,Christopher Alvarado,Marietta,GA,Georgia,30067,United States,North America,1938-05-13,5,1938,Friday,May
1510144,Male,Otis Shaffer,Plano,TX,Texas,75074,United States,North America,1994-08-02,8,1994,Tuesday,August
1510251,Female,Linda Daniel,Detroit,MI,Michigan,48219,United States,North America,2000-01-30,1,2000,Sunday,January
1510265,Male,Patrick Hodges,Erie,PA,Pennsylvania,16501,United States,North America,1967-04-11,4,1967,Tuesday,April
1510449,Female,Candace Beasley,Freehold,NJ,New Jersey,7728,United States,North America,1990-05-02,5,1990,Wednesday,May
1510628,Male,Albert Williams,Beaufort,SC,South Carolina,29902,United States,North America,1952-12-24,12,1952,Wednesday,December
1510796,Female,Maggie Paxton,Wichita,KS,Kansas,67214,United States,North America,1995-09-22,9,1995,Friday,September
1510814,Male,Robert McMaster,Arlington Heights,IL,Illinois,60005,United States,North America,1975-03-28,3,1975,Friday,March
1511165,Female,Iva Milliman,Monterey,CA,California,95940,United States,North America,1951-08-02,8,1951,Thursday,August
1511333,Male,Eldon Nelson,Gibsonia,PA,Pennsylvania,15044,United States,North America,1957-11-29,11,1957,Friday,November
1511494,Female,Vera McClinton,Armonk Village,NY,New York,10504,United States,North America,1985-04-16,4,1985,Tuesday,April
1512083,Female,Ada Flores,Pittsburgh,PA,Pennsylvania,15201,United States,North America,1950-12-11,12,1950,Monday,December
1512274,Female,Marlene Rowe,Winona,MN,Minnesota,55987,United States,North America,1964-07-06,7,1964,Monday,July
1512289,Female,Erica Pritchett,Reno,NV,Nevada,89501,United States,North America,1977-12-11,12,1977,Sunday,December
1512558,Female,Kimberly Walden,West Roxbury,MA,Massachusetts,2132,United States,North America,1968-12-04,12,1968,Wednesday,December
1512747,Male,Walter Bynum,Houston,TX,Texas,77002,United States,North America,1939-01-06,1,1939,Friday,January
1513100,Male,Charles Tiner,Bluefield,WV,West Virginia,24701,United States,North America,1938-12-26,12,1938,Monday,December
1513119,Female,Stacey James,Richmond,VA,Virginia,23231,United States,North America,1977-09-13,9,1977,Tuesday,September
1513290,Female,Theresa Maguire,Fayetteville,AR,Arkansas,72701,United States,North America,1936-01-14,1,1936,Tuesday,January
1513427,Female,Jennifer Garza,Fargo,ND,North Dakota,58104,United States,North America,1957-01-31,1,1957,Thursday,January
1513428,Male,Vincent Goodwin,Buffalo,NY,New York,14216,United States,North America,1998-11-01,11,1998,Sunday,November
1513448,Male,Ray Villanueva,Branchburg,NJ,New Jersey,8876,United States,North America,1980-08-02,8,1980,Saturday,August
1513582,Female,Rosa Lance,Matthews,NC,North Carolina,28105,United States,North America,1976-06-05,6,1976,Saturday,June
1513646,Male,Darrell Osborne,Peoria,IL,Illinois,61602,United States,North America,2000-01-28,1,2000,Friday,January
1513670,Female,Diane Hulsey,Federal Way,WA,Washington,98003,United States,North America,1981-06-07,6,1981,Sunday,June
1513795,Female,Sally Lee,Charlevoix,MI,Michigan,49720,United States,North America,1996-07-22,7,1996,Monday,July
1513894,Male,Bryant Clevenger,Monterey,CA,California,95940,United States,North America,1988-12-21,12,1988,Wednesday,December
1513963,Male,Jesus Matis,Bayonne,NJ,New Jersey,7002,United States,North America,1995-02-20,2,1995,Monday,February
1514006,Male,Ronald Fowler,Buffalo,NY,New York,14216,United States,North America,1941-07-17,7,1941,Thursday,July
1514093,Female,Claudette Karas,Pardeeville,WI,Wisconsin,53954,United States,North America,1982-09-06,9,1982,Monday,September
1514233,Female,Carolyn Weeks,Pueblo,CO,Colorado,81004,United States,North America,1981-02-24,2,1981,Tuesday,February
1514479,Male,Timothy Hall,Amarillo,TX,Texas,79101,United States,North America,1961-03-23,3,1961,Thursday,March
1514787,Male,Andrew Wilson,Farmington,NM,New Mexico,87401,United States,North America,1996-09-24,9,1996,Tuesday,September
1514884,Female,Kristin Sims,Bethel Park,PA,Pennsylvania,15102,United States,North America,1992-06-12,6,1992,Friday,June
1514909,Female,Terra Doyle,Garden City,NY,New York,11530,United States,North America,1965-12-16,12,1965,Thursday,December
1515144,Female,Margarita Deal,Rolling Meadows,IL,Illinois,60008,United States,North America,1948-02-09,2,1948,Monday,February
1515177,Female,Carol Dillingham,Orlando,FL,Florida,32801,United States,North America,1945-01-26,1,1945,Friday,January
1515615,Female,Wendy Tilley,White Cloud,KS,Kansas,66094,United States,North America,1987-02-27,2,1987,Friday,February
1515621,Male,Mark Fulton,Wayne,NJ,New Jersey,7477,United States,North America,1991-07-23,7,1991,Tuesday,July
1515698,Male,Lavern Light,Parachute,CO,Colorado,81635,United States,North America,1956-02-08,2,1956,Wednesday,February
1516060,Male,Robert Ackerman,Tucson,AZ,Arizona,85706,United States,North America,1979-08-08,8,1979,Wednesday,August
1516123,Male,Walter Clodfelter,Camden,NJ,New Jersey,8102,United States,North America,1961-04-12,4,1961,Wednesday,April
1516541,Female,Nicole Pollard,San Angelo,TX,Texas,76903,United States,North America,1974-03-19,3,1974,Tuesday,March
1516646,Female,Amanda Jones,Steele,MO,Missouri,63877,United States,North America,1990-02-09,2,1990,Friday,February
1516885,Female,Linda Davis,Brooklyn,NY,New York,11223,United States,North America,1954-11-23,11,1954,Tuesday,November
1517046,Male,Jason Bennett,Dayton,OH,Ohio,45402,United States,North America,1958-04-18,4,1958,Friday,April
1517088,Female,Allison Gerdes,Plymouth,IN,Indiana,46563,United States,North America,1949-09-21,9,1949,Wednesday,September
1517199,Male,Merle Harrell,High Point,NC,North Carolina,27260,United States,North America,1945-11-01,11,1945,Thursday,November
1517394,Female,Laura Fletcher,Los Angeles,CA,California,90017,United States,North America,1982-10-24,10,1982,Sunday,October
1517504,Male,Mark Sweeney,Chester,VA,Virginia,23831,United States,North America,1966-07-08,7,1966,Friday,July
1517554,Male,Chris Smith,Miami,FL,Florida,33169,United States,North America,1936-03-07,3,1936,Saturday,March
1517642,Male,Jerry Durand,Hercules,CA,California,94547,United States,North America,1975-05-30,5,1975,Friday,May
1517700,Female,Sandra Mills,Phoenix,AZ,Arizona,85003,United States,North America,1940-05-31,5,1940,Friday,May
1517783,Female,Louise Patterson,Chicago,IL,Illinois,60601,United States,North America,1950-10-06,10,1950,Friday,October
1517822,Female,Melissa Crawford,Murray,UT,Utah,84107,United States,North America,1958-10-16,10,1958,Thursday,October
1517872,Female,Cecilia Jones,Everett,WA,Washington,98201,United States,North America,1960-01-31,1,1960,Sunday,January
1518136,Female,June Franco,South Burlington,VT,Vermont,5403,United States,North America,1992-01-24,1,1992,Friday,January
1518244,Male,Darren Curley,New York,NY,New York,10011,United States,North America,1983-01-24,1,1983,Monday,January
1518437,Female,Karen Doyle,Vidalia,GA,Georgia,30474,United States,North America,1964-10-16,10,1964,Friday,October
1518651,Male,Eric McBride,Boca Raton,FL,Florida,33486,United States,North America,1960-01-31,1,1960,Sunday,January
1519041,Male,Carlos Tiemann,Harahan,LA,Louisiana,70123,United States,North America,1992-11-30,11,1992,Monday,November
1519236,Male,George Edwards,Fairborn,OH,Ohio,45324,United States,North America,1973-11-25,11,1973,Sunday,November
1519309,Female,Celia Brice,Charlotte,NC,North Carolina,28209,United States,North America,1955-01-30,1,1955,Sunday,January
1519413,Female,Evelyn Shell,Green Bay,WI,Wisconsin,54303,United States,North America,1996-03-01,3,1996,Friday,March
1519854,Male,Charles Caulkins,Warrensville Heights,OH,Ohio,44128,United States,North America,1941-05-27,5,1941,Tuesday,May
1520094,Male,Eric Coker,Tualatin,OR,Oregon,97062,United States,North America,1950-12-17,12,1950,Sunday,December
1520175,Male,Lucas Costigan,Stevenson,WA,Washington,98648,United States,North America,1984-05-24,5,1984,Thursday,May
1520217,Male,Eugene Anderson,New York,NY,New York,10011,United States,North America,1968-06-04,6,1968,Tuesday,June
1520295,Female,Patricia Martin,Aztec,NM,New Mexico,87410,United States,North America,1958-06-03,6,1958,Tuesday,June
1520702,Male,David Galbraith,Greensboro,NC,North Carolina,27406,United States,North America,1938-12-15,12,1938,Thursday,December
1520875,Male,Hugh Justin,Pittsburgh,PA,Pennsylvania,15219,United States,North America,1971-06-20,6,1971,Sunday,June
1520979,Female,Dolores Raney,Seattle,WA,Washington,98119,United States,North America,1995-10-23,10,1995,Monday,October
1521074,Male,James Carroll,Maxbass,ND,North Dakota,58760,United States,North America,1964-02-22,2,1964,Saturday,February
1521107,Male,Anthony Hernandez,Wooster,OH,Ohio,44691,United States,North America,1936-09-09,9,1936,Wednesday,September
1521152,Male,Stanley Buchanan,Independence,OH,Ohio,44131,United States,North America,1943-03-02,3,1943,Tuesday,March
1521358,Male,Clyde Lebron,Uniontown,KS,Kansas,66779,United States,North America,1943-08-22,8,1943,Sunday,August
1521733,Female,Lisa Sherman,Richmond,VA,Virginia,23222,United States,North America,1947-06-26,6,1947,Thursday,June
1521744,Female,Yvonne Willie,Atlanta,GA,Georgia,30303,United States,North America,1941-11-28,11,1941,Friday,November
1521935,Female,Deborah Creekmore,Panama City,FL,Florida,32401,United States,North America,1997-01-10,1,1997,Friday,January
1522232,Female,Carina Snow,Dallas,TX,Texas,75204,United States,North America,1996-11-01,11,1996,Friday,November
1522440,Male,Steven Crawford,Wichita,KS,Kansas,67202,United States,North America,1959-03-29,3,1959,Sunday,March
1522447,Male,Tyler Eddings,Atlanta,GA,Georgia,30303,United States,North America,1995-12-26,12,1995,Tuesday,December
1522483,Male,Omar Williams,Forum,AR,Arkansas,72731,United States,North America,1984-04-10,4,1984,Tuesday,April
1522590,Female,Mary Ryan,Baltimore,MD,Maryland,21201,United States,North America,1948-03-13,3,1948,Saturday,March
1522682,Male,Brad Shover,Ridgeway,OH,Ohio,43345,United States,North America,1940-06-27,6,1940,Thursday,June
1522843,Female,Kimberly McClure,Annapolis,MD,Maryland,21401,United States,North America,2001-06-11,6,2001,Monday,June
1522859,Female,Erica Mealy,Nevada,MO,Missouri,64772,United States,North America,1940-07-25,7,1940,Thursday,July
1522988,Female,Amy Moore,Concord,CA,California,94520,United States,North America,1972-11-02,11,1972,Thursday,November
1523267,Female,Lorena Thomas,Onalaska,WA,Washington,98570,United States,North America,1965-12-19,12,1965,Sunday,December
1523366,Female,Lisa Pierce,Petersburg,IL,Illinois,62675,United States,North America,1979-01-02,1,1979,Tuesday,January
1523497,Male,Ricardo Cooper,Laredo,TX,Texas,78040,United States,North America,1944-12-09,12,1944,Saturday,December
1523902,Female,Patricia Shea,Lexington,KY,Kentucky,40507,United States,North America,1983-08-10,8,1983,Wednesday,August
1523947,Female,Mary Hutchings,Schaumburg,IL,Illinois,60173,United States,North America,1937-02-05,2,1937,Friday,February
1523982,Male,Robert Nelsen,Elkhart,IN,Indiana,46516,United States,North America,1999-09-04,9,1999,Saturday,September
1524039,Male,Donald Barker,East Lansing,MI,Michigan,48823,United States,North America,1993-11-05,11,1993,Friday,November
1524144,Female,Lillian Scott,Oakland,CA,California,94612,United States,North America,1999-04-09,4,1999,Friday,April
1524428,Female,Deidre Flynt,New Brunswick,NJ,New Jersey,8901,United States,North America,1984-09-25,9,1984,Tuesday,September
1524438,Female,Clara Wooten,Syracuse,NY,New York,13202,United States,North America,1990-01-24,1,1990,Wednesday,January
1524450,Male,John Libby,Mount Pleasant,TX,Texas,75455,United States,North America,1946-03-08,3,1946,Friday,March
1524551,Female,Rosa Karam,Woburn,MA,Massachusetts,1801,United States,North America,1956-07-18,7,1956,Wednesday,July
1524676,Female,Cynthia Rice,San Bruno,CA,California,94066,United States,North America,1966-08-14,8,1966,Sunday,August
1524756,Female,Leanna Bosco,Lakewood,PA,Pennsylvania,18214,United States,North America,1959-09-19,9,1959,Saturday,September
1524810,Male,Rudolph Walsh,Reno,NV,Nevada,89501,United States,North America,1959-01-20,1,1959,Tuesday,January
1524904,Female,Lorena Ybarra,San Francisco,CA,California,94108,United States,North America,1937-10-12,10,1937,Tuesday,October
1525000,Female,Esther Robison,Phoenix,AZ,Arizona,85032,United States,North America,1998-10-31,10,1998,Saturday,October
1525002,Female,Gilda Girard,Dallas,TX,Texas,75209,United States,North America,1984-11-13,11,1984,Tuesday,November
1525015,Male,Marc Anderson,Philadelphia,PA,Pennsylvania,19108,United States,North America,1961-12-23,12,1961,Saturday,December
1525125,Female,Laurie Velasquez,Miami,FL,Florida,33176,United States,North America,1936-06-26,6,1936,Friday,June
1525189,Male,Robert Dubay,Hilton Head,SC,South Carolina,29928,United States,North America,1989-06-25,6,1989,Sunday,June
1525193,Male,Ronald Oconnell,Portage,IN,Indiana,46368,United States,North America,1939-03-24,3,1939,Friday,March
1525634,Female,Josephine Harwell,Los Angeles,CA,California,90017,United States,North America,1962-11-25,11,1962,Sunday,November
1525920,Female,Vivian Gibbons,Rocky Mount,VA,Virginia,24151,United States,North America,1972-08-02,8,1972,Wednesday,August
1525943,Female,Anita Baker,Kansas City,MO,Missouri,64134,United States,North America,1964-02-16,2,1964,Sunday,February
1525958,Female,Mae Bowers,Cincinnati,OH,Ohio,45236,United States,North America,1950-11-12,11,1950,Sunday,November
1526098,Female,Nell Rey,Louisville,KY,Kentucky,40202,United States,North America,1999-05-27,5,1999,Thursday,May
1526191,Male,Michael Pendergast,Ardmore,OK,Oklahoma,73401,United States,North America,1949-01-04,1,1949,Tuesday,January
1526388,Female,Tina Spencer,Osceola,AR,Arkansas,72370,United States,North America,1994-04-27,4,1994,Wednesday,April
1526552,Female,Stacey Beyer,Quinn,SD,South Dakota,57775,United States,North America,1956-10-10,10,1956,Wednesday,October
1526612,Female,Mary Wheeler,Wheeling,WV,West Virginia,26003,United States,North America,1950-04-10,4,1950,Monday,April
1526675,Male,Robert Bradley,Saint Louis,MO,Missouri,63102,United States,North America,1940-10-23,10,1940,Wednesday,October
1526835,Female,Deanna Malcom,Irving,TX,Texas,75039,United States,North America,1946-05-22,5,1946,Wednesday,May
1526993,Male,Lee Olivas,Chicago,IL,Illinois,60607,United States,North America,1997-12-24,12,1997,Wednesday,December
1527115,Female,Diana Smith,Fort Pierce,FL,Florida,34950,United States,North America,1951-06-17,6,1951,Sunday,June
1527126,Male,Raymond Saunders,Oakland,CA,California,94612,United States,North America,1951-07-02,7,1951,Monday,July
1527475,Female,Nicole Sheldon,Portland,OR,Oregon,97230,United States,North America,1969-06-07,6,1969,Saturday,June
1527714,Female,Brooke Huggins,Memphis,TN,Tennessee,38128,United States,North America,1938-04-20,4,1938,Wednesday,April
1527949,Male,Walter Jeffrey,El Reno,OK,Oklahoma,73036,United States,North America,1937-07-10,7,1937,Saturday,July
1527995,Female,Christine Waters,Aberdeen,MS,Mississippi,39730,United States,North America,1940-01-19,1,1940,Friday,January
1528045,Male,Shawn Barron,Downers Grove,IL,Illinois,60515,United States,North America,1971-04-17,4,1971,Saturday,April
1528100,Male,Dustin Korth,Saint Louis,MO,Missouri,63146,United States,North America,1984-01-30,1,1984,Monday,January
1528114,Female,Martha Mullins,Kokomo,IN,Indiana,46901,United States,North America,1984-10-18,10,1984,Thursday,October
1528345,Male,Randall Collins,Phoenix,AZ,Arizona,85016,United States,North America,1992-10-20,10,1992,Tuesday,October
1528361,Female,Helen House,Cushing,OK,Oklahoma,74023,United States,North America,1983-08-24,8,1983,Wednesday,August
1528423,Female,Megan Park,Lewiston,ME,Maine,4240,United States,North America,1973-04-07,4,1973,Saturday,April
1528439,Female,Catrina Rivera,Chesapeake,VA,Virginia,23323,United States,North America,1942-07-03,7,1942,Friday,July
1528611,Male,Richard Watkins,Northampton,PA,Pennsylvania,18067,United States,North America,1998-10-07,10,1998,Wednesday,October
1528994,Male,Gary Bush,Metairie,LA,Louisiana,70001,United States,North America,1939-02-07,2,1939,Tuesday,February
1529022,Female,Stephanie Guerrero,South Burlington,VT,Vermont,5403,United States,North America,1961-11-15,11,1961,Wednesday,November
1529072,Female,Sara Glynn,Beaverton,OR,Oregon,97005,United States,North America,1983-11-15,11,1983,Tuesday,November
1529235,Female,Jennifer Babineaux,Champaign,IL,Illinois,61820,United States,North America,1991-01-30,1,1991,Wednesday,January
1529263,Female,Katie Glass,Darrouzett,TX,Texas,79024,United States,North America,1961-08-22,8,1961,Tuesday,August
1529720,Female,Mary Walker,Norcross,GA,Georgia,30091,United States,North America,1935-07-01,7,1935,Monday,July
1529852,Male,Thomas Merchant,Fort Smith,AR,Arkansas,72908,United States,North America,1969-05-24,5,1969,Saturday,May
1529853,Female,Paulette Frantz,Cleveland,OH,Ohio,44103,United States,North America,1974-06-09,6,1974,Sunday,June
1529909,Female,Erica Jeffries,North Billerica,MA,Massachusetts,1862,United States,North America,1977-05-29,5,1977,Sunday,May
1529931,Female,Tessie Escalante,Sallisaw,OK,Oklahoma,74955,United States,North America,1955-03-14,3,1955,Monday,March
1530330,Male,Michael Russell,La Salle,IL,Illinois,61301,United States,North America,1994-02-26,2,1994,Saturday,February
1530535,Male,Bill Robles,Sango,TN,Tennessee,37040,United States,North America,1974-09-24,9,1974,Tuesday,September
1530554,Female,Katherine Torres,Indianapolis,IN,Indiana,46254,United States,North America,1948-11-17,11,1948,Wednesday,November
1530756,Male,Robert Fitzmaurice,Cheektowaga,NY,New York,14227,United States,North America,1949-01-15,1,1949,Saturday,January
1530955,Male,Steven Britt,Augusta,SC,South Carolina,30902,United States,North America,1994-07-25,7,1994,Monday,July
1530958,Female,Anne Whitacre,Elmsford,NY,New York,10523,United States,North America,1952-09-16,9,1952,Tuesday,September
1530975,Female,Linda Manley,New York,NY,New York,10016,United States,North America,1976-02-19,2,1976,Thursday,February
1531024,Female,Andrea Neighbors,Oakland,CA,California,94612,United States,North America,1938-04-10,4,1938,Sunday,April
1531046,Female,Rebekah Brisco,Springfield,IL,Illinois,62701,United States,North America,1994-05-24,5,1994,Tuesday,May
1531146,Male,Rolando Valletta,Elmhurst,IL,Illinois,60126,United States,North America,1987-12-16,12,1987,Wednesday,December
1531376,Male,Genaro Smith,Atascosa,TX,Texas,78002,United States,North America,1964-04-09,4,1964,Thursday,April
1531435,Female,Ester Camacho,Fort Lauderdale,FL,Florida,33311,United States,North America,1984-01-25,1,1984,Wednesday,January
1531565,Female,Carolyn Maldonado,Greenville,SC,South Carolina,29611,United States,North America,1997-12-10,12,1997,Wednesday,December
1531685,Male,Ashley Watkins,Indian Head,MD,Maryland,20640,United States,North America,1976-11-30,11,1976,Tuesday,November
1531794,Male,Robert Avalos,New York,NY,New York,10013,United States,North America,1981-07-21,7,1981,Tuesday,July
1531796,Female,Dionne Taylor,Milwaukee,WI,Wisconsin,53212,United States,North America,1984-08-30,8,1984,Thursday,August
1531809,Female,Carole Reeves,Wheeling,WV,West Virginia,26003,United States,North America,1990-10-08,10,1990,Monday,October
1531937,Male,Avery Brown,San Jose,CA,California,95131,United States,North America,1939-08-16,8,1939,Wednesday,August
1532128,Male,John Mackay,Yakima,WA,Washington,98902,United States,North America,1977-05-09,5,1977,Monday,May
1532248,Female,Kara Ramsey,East Point,GA,Georgia,30344,United States,North America,1982-03-12,3,1982,Friday,March
1532276,Female,Toni Helms,Aurora,CO,Colorado,80014,United States,North America,1993-07-09,7,1993,Friday,July
1532333,Male,William Diggs,Marysville,OH,Ohio,43040,United States,North America,1940-02-15,2,1940,Thursday,February
1532522,Male,Larry Carter,Plymouth Meeting,PA,Pennsylvania,19462,United States,North America,1952-11-17,11,1952,Monday,November
1532722,Female,Eva Leblanc,Hutchinson,KS,Kansas,67501,United States,North America,1942-09-21,9,1942,Monday,September
